,Acousticness,Danceability,Duration_ms,Energy,ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence
10654,0.00189,0.667,213022,0.956,77z77PUHMoMQdUB6HDfJtx,0.342,10,0.104,-7.935,0,0.0407,104.994,4,0.356
10655,0.799,0.266,152533,0.452,77zD8JbVnekVLBOog76Pzt,0.000632,2,0.0947,-7.851,1,0.0328,179.122,3,0.19
10656,0.00103,0.857,218521,0.601,77zIq99gy96DGkMak3a2wF,1.58e-05,2,0.149,-5.837,1,0.0782,147.076,4,0.279
10657,0.922,0.494,152813,0.241,787DeFtoBTd0HdPCIIwbUH,0.0225,4,0.108,-14.39,0,0.0938,129.637,4,0.194
10658,0.0139,0.504,224133,0.845,78Az0Z1vNJgqv9QSB0ULLV,0.0419,5,0.359,-7.799,0,0.0938,159.508,4,0.736
10659,0.00414,0.601,359909,0.768,78b9r1R7p7uX0EyJvKMEz0,0.927,2,0.119,-7.82,0,0.0492,139.9,4,0.316
10660,0.062,0.735,258400,0.586,78CLZUWhsxIDwObCKOh1fh,2.39e-06,11,0.0873,-6.455,0,0.499,159.908,4,0.359
10661,0.161,0.44,240667,0.549,78cX11z76rFwibMpwfpyIR,0.0824,5,0.0974,-8.502,1,0.0298,151.96,4,0.518
10662,0.0021,0.559,287600,0.626,78FMqYminrfH8T0gUYxlFO,0.789,10,0.0912,-9.574,0,0.0322,138.028,4,0.236
10663,0.21,0.723,208667,0.726,78HD9IN4cKE1MMHWeVJPWh,0.0,2,0.061,-4.512,1,0.043,150.011,4,0.839
10664,0.166,0.608,210133,0.463,78kGuAEnJir0iVVIZKEuun,0.0146,10,0.0975,-9.667,1,0.0274,142.703,4,0.484
10665,0.0348,0.646,216041,0.64,78lnjdOMEO3dJuHRy9nDJL,0.0,3,0.108,-6.522,0,0.0424,134.03,4,0.882
10666,1.88e-05,0.591,181625,0.947,78pbUsshESYGcyA8WwDfcE,0.000247,11,0.121,-3.517,0,0.0894,109.984,4,0.444
10667,0.468,0.639,239587,0.815,78pn8k7RogKo2oxl0DyX6d,0.0,11,0.344,-3.845,1,0.0362,112.985,4,0.758
10668,0.214,0.869,184607,0.622,78Q2gghkt8iLJ7J0Uc4QYb,0.0,5,0.0527,-5.841,1,0.23,140.039,4,0.887
10669,0.103,0.896,145543,0.671,78QR3Wp35dqAhFEc2qAGjE,0.0,1,0.552,-6.977,0,0.289,112.502,4,0.358
10670,0.0604,0.67,222041,0.838,78rIJddV4X0HkNAInEcYde,0.000611,0,0.159,-4.031,1,0.0362,104.998,4,0.717
10671,0.31,0.855,205729,0.627,78rJ1sCb3Rj27CLxjzL8xU,0.0,9,0.104,-8.136,1,0.22,139.89,4,0.339
10672,0.0312,0.618,180520,0.727,78sr3ogs4UzITcCNbXM9cM,0.0,3,0.196,-7.224,0,0.208,164.992,4,0.401
10673,0.869,0.309,168387,0.449,78tuHzwhY28c7ikM10hFYL,0.075,11,0.0946,-11.292,1,0.0452,81.804,4,0.375
10674,0.914,0.479,238505,0.305,78wvHiOarfOut310PnUnIr,0.0,11,0.148,-9.328,1,0.0509,140.086,4,0.0953
10675,0.346,0.615,314533,0.448,78XgmmZycJ2HSSbHRYdlxy,6.35e-05,0,0.0606,-10.82,0,0.0297,82.883,4,0.232
10676,0.000727,0.713,182400,0.924,78xGuVueQ8LwFue9niRLyi,0.532,11,0.203,-3.368,1,0.112,149.962,4,0.425
10677,0.0149,0.906,222656,0.448,78yeKzZVT9ARq9icCvEF3A,0.0821,9,0.0582,-10.947,0,0.0679,122.037,4,0.676
10678,0.000171,0.47,320107,0.76,78YJJJH55MSyk7547100sW,0.191,0,0.127,-6.063,1,0.0597,133.308,4,0.301
10679,0.168,0.793,228080,0.718,790MhTXPFrYkrqCKvpg4t1,0.0,9,0.241,-4.966,0,0.0547,146.885,4,0.649
10680,0.0152,0.817,213080,0.646,794QVQtFNy7hvtjQP1keQd,0.0,4,0.125,-5.12,0,0.249,162.898,4,0.835
10681,0.626,0.756,166173,0.688,795iKycRJtgee21MTf9nat,0.0,6,0.118,-2.85,1,0.0299,103.98,4,0.962
10682,0.00398,0.503,206677,0.898,798L3U4TvN82aGjqcVOzQX,0.000589,2,0.119,-5.075,1,0.0496,85.056,4,0.54
10683,0.644,0.355,176000,0.463,799BQkzUNxN3gDPtELg5eA,2.29e-05,8,0.172,-14.255,1,0.0769,74.128,4,0.297
10684,0.777,0.485,175987,0.297,79a2ejVzj2SpXkpWdfv1Co,0.0,1,0.124,-12.332,1,0.0794,154.639,4,0.622
10685,0.921,0.661,235467,0.151,79bxjfUDHCwCe7JR4glr8r,0.0,0,0.13,-12.864,1,0.0354,94.922,4,0.23
10686,0.99,0.385,314770,0.0498,79chL6wRWGUCF5V5qKZtf0,0.895,1,0.0921,-21.712,1,0.0535,138.546,3,0.0503
10687,0.381,0.857,199440,0.8,79cuOz3SPQTuFrp8WgftAu,0.0,2,0.0913,-4.035,1,0.0583,121.996,4,0.966
10688,0.0808,0.787,175721,0.552,79Dpa6xXRNsXzMueN8BvAg,0.0,4,0.102,-7.676,0,0.0685,81.987,4,0.21
10689,0.255,0.713,201200,0.738,79esEXlqqmq0GPz0xQSZTV,0.0,10,0.106,-6.784,1,0.374,105.027,4,0.425
10690,0.652,0.798,239816,0.908,79Fokg2d8ly9qSL58E1kaZ,0.0,4,0.0755,-4.352,0,0.101,99.99,4,0.914
10691,0.978,0.507,181827,0.0677,79fXdfpOPGaXO1gfdq2onl,2.74e-05,2,0.132,-13.766,0,0.0406,105.393,5,0.355
10692,0.132,0.859,194230,0.413,79GsUxLyzxgnN4I1E11dtO,0.0,1,0.334,-7.399,1,0.182,115.035,4,0.697
10693,0.167,0.836,196412,0.528,79GYAkpRIEXZEEKSqufbj8,0.0,2,0.11,-5.855,1,0.31,131.117,4,0.329
10694,0.784,0.713,66490,0.146,79H2YTUKYNvF9zAVqNqgKe,0.0,3,0.212,-14.163,1,0.54,89.267,5,0.474
10695,0.07,0.708,281667,0.567,79hJaqmVdohltPBNN6BULM,0.00105,10,0.152,-15.539,0,0.0355,103.606,4,0.955
10696,0.0155,0.712,233749,0.833,79HTe42PihWUUq4BDjcuCq,0.0,0,0.273,-4.101,1,0.0618,104.879,4,0.326
10697,0.143,0.783,228467,0.673,79Jhw5xn4gGn6PZak275gg,0.0,11,0.216,-4.938,1,0.0536,91.0,4,0.658
10698,0.00814,0.712,224643,0.847,79ji61eEDBXXcpR0DBjcRP,0.0,11,0.381,-3.088,0,0.147,148.936,4,0.594
10699,0.0524,0.628,211600,0.715,79jX8RM5CgPqDKdGEKNW9K,0.0,5,0.119,-7.097,1,0.0541,139.991,4,0.429
10700,0.174,0.582,221801,0.728,79LAFAkR1ATb4iIQvZuCL0,0.0,8,0.139,-6.151,1,0.0292,150.013,4,0.537
10701,0.0218,0.541,215724,0.703,79Mjfhh393dZdAsTvUFDR6,0.0,0,0.0964,-5.573,1,0.102,94.858,4,0.238
10702,0.48,0.565,230269,0.381,79NlESqzFSW0hdBWgls4FX,0.0,10,0.109,-7.204,1,0.0302,73.483,4,0.325
10703,0.271,0.747,238010,0.492,79NvkJSx6wqLc9xgUs1qaJ,1.11e-05,11,0.263,-8.399,0,0.11,124.87,4,0.189
10704,0.00195,0.942,177806,0.383,79OEIr4J4FHV0O3KrhaXRb,0.0,10,0.0922,-8.099,1,0.565,100.021,4,0.38
10705,0.828,0.601,254087,0.337,79ohaFxkSU6q64oq8bjCtJ,0.00793,3,0.166,-9.866,0,0.0286,103.985,3,0.412
10706,0.0273,0.599,241500,0.57,79PR9ILwrEiCoEciQFizDX,0.000316,10,0.116,-7.531,1,0.0248,129.994,4,0.299
10707,0.346,0.689,214159,0.512,79ptYtWnpAnsQutzg2xSFk,2.07e-06,1,0.106,-6.206,1,0.0509,90.091,4,0.619
10708,0.000531,0.527,449306,0.829,79PwkESbGGkhE9eCU2cZJk,0.736,8,0.0898,-8.9,0,0.099,140.003,4,0.268
10709,0.88,0.581,214293,0.197,79qxwHypONUt3AFq0WPpT9,0.0,3,0.107,-7.697,1,0.0329,130.367,4,0.349
10710,0.16,0.862,164521,0.6,79R3qLqdbwUSYWX4cEOpbJ,0.0,7,0.102,-5.522,1,0.151,119.072,4,0.433
10711,0.00117,0.382,273067,0.687,79VmtFDr0UyTY89Ieu0Dhi,0.00779,9,0.168,-6.619,1,0.0399,180.049,3,0.487
10712,0.0965,0.515,300533,0.805,79WTjACR1m9EvObVwNyZVB,0.000945,9,0.29,-7.017,1,0.0714,154.789,4,0.61
10713,0.0854,0.379,284493,0.775,79zdCOzinbZ7fTp1khIty8,0.00446,0,0.133,-6.297,1,0.0798,159.83,3,0.361
10714,0.0346,0.74,179880,0.651,7A2dius6RtCZDWbJmNe6gQ,1.02e-06,0,0.123,-4.932,1,0.242,120.106,4,0.176
10715,9.86e-06,0.502,266853,0.981,7a3aEEn20uTc2MD7coN4kP,0.0636,9,0.205,-2.719,0,0.11,143.012,4,0.615
10716,0.114,0.56,202199,0.869,7A6d1s5kEY08IXBWwbqWJ1,2.88e-06,0,0.143,-2.391,1,0.237,190.036,4,0.866
10717,0.0424,0.731,157227,0.644,7A6ism2QTfIqsVIziUJB5n,0.0,9,0.147,-6.631,0,0.245,97.942,4,0.61
10718,0.0143,0.782,195962,0.779,7A8KC3Zk1j8yzatdLuVufq,0.0,1,0.214,-5.57,1,0.0399,112.009,4,0.748
10719,0.00866,0.674,201479,0.641,7a9KeRj8ytHFboSE0jUS7V,1.45e-05,1,0.126,-4.176,1,0.0711,155.983,4,0.237
10720,0.0159,0.839,241875,0.645,7abpmGpF7PGep2rDU68GBR,0.0228,9,0.0569,-6.084,0,0.081,98.972,4,0.64
10721,0.601,0.594,207933,0.808,7acgW25ap5tdsqvmtx2Zyt,0.0,1,0.119,-5.749,1,0.0615,144.028,4,0.73
10722,0.183,0.593,201257,0.868,7aF09WaavZAmAWuUeYxlYD,0.0,1,0.365,-3.573,0,0.295,104.988,4,0.496
10723,0.883,0.669,121887,0.308,7AFASza1mXqntmGtbxXprO,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
10724,0.0129,0.472,232800,0.671,7afSN5zhUhkbpRFpYKYztK,0.0,4,0.159,-4.649,1,0.029,82.952,4,0.0681
10725,0.304,0.756,270013,0.79,7agEX4CHj1ImrsYYHFwMiF,0.0,0,0.185,-3.889,0,0.212,147.955,4,0.427
10726,0.823,0.463,214013,0.404,7AGOkfVeROfCXhpxhx9jYs,0.0,10,0.0961,-6.145,0,0.0313,139.16,4,0.445
10727,0.0479,0.609,249564,0.648,7AhcUUsJyYpvHvfrRsiysS,0.0,1,0.179,-5.586,0,0.285,90.034,4,0.154
10728,0.0235,0.624,242000,0.578,7aHUfYjasYesXOKqUwrX8d,1.06e-06,0,0.106,-6.103,1,0.0297,105.035,4,0.117
10729,0.244,0.683,213626,0.647,7ahYQRrOQSXJ5OhsLnpfU8,1.15e-05,2,0.0733,-6.36,1,0.0371,91.041,4,0.351
10730,0.0276,0.669,223279,0.545,7aIjefMJSpmNVivRcS1unF,1.06e-05,1,0.261,-9.232,1,0.106,95.605,4,0.317
10731,0.312,0.675,271613,0.681,7aiKdAM9WYW3GzWSA9OXIl,0.0,5,0.304,-5.728,0,0.0356,106.521,4,0.675
10732,0.171,0.665,255733,0.844,7aiVBCp1ibIWE5GeHkbtxr,0.0,0,0.225,-3.777,1,0.0273,147.073,4,0.665
10733,0.0696,0.772,220326,0.643,7aK0LpCyxzN5K9pAP20MVC,0.0,9,0.0902,-8.629,0,0.422,96.03,4,0.429
10734,0.217,0.61,221197,0.581,7aLBD4JDtJig0hKWaDvxJF,0.574,6,0.0809,-10.453,1,0.0806,198.01,4,0.808
10735,0.916,0.388,576346,0.296,7AluhhfZ0AO0Zw8MoUstzN,0.267,9,0.105,-13.04,0,0.0301,78.785,4,0.294
10736,0.175,0.527,202827,0.465,7amMgNDcObIDkIXv4xcvc2,0.0,7,0.0661,-8.055,0,0.227,137.033,5,0.765
10737,0.243,0.793,187050,0.473,7ao5gxRowgb0fTTuwvhDeu,0.00017,8,0.0976,-8.681,1,0.0888,111.144,4,0.0372
10738,0.762,0.533,305266,0.264,7aoJg1wQEqMx1t875H5fww,0.084,1,0.089,-14.845,1,0.0465,135.048,4,0.198
10739,0.962,0.323,215590,0.119,7apw8m9lHQjvuUVfMAm4kZ,0.000348,5,0.106,-17.892,1,0.05,89.862,4,0.176
10740,0.0172,0.797,146520,0.533,7AQim7LbvFVZJE3O8TYgf2,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
10741,0.626,0.539,227493,0.797,7aqm0fn2R6LbT2Fzae5niv,0.0,6,0.757,-9.384,0,0.0718,85.364,4,0.71
10742,0.0666,0.535,281347,0.713,7Arb00EmxvOFqHdjFcGNXS,6.89e-05,5,0.0715,-6.018,0,0.0574,99.419,4,0.309
10743,0.865,0.479,176242,0.248,7ArxpIMpSuVONEQDLwRidN,0.0,3,0.101,-9.436,1,0.0458,125.978,3,0.275
10744,0.0111,0.626,211461,0.955,7aSwDCjueXPEIf3OeZiRFR,0.0075,6,0.0681,-5.063,1,0.0542,184.109,4,0.968
10745,0.172,0.635,217822,0.902,7ATATJztoWLcqDAcVVof0C,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286
10746,0.0125,0.638,137027,0.669,7AtBtwrKhz94hYXgGYyG58,0.0,8,0.0747,-6.442,1,0.234,136.867,4,0.452
10747,0.117,0.729,209427,0.888,7AtlMCIauSQZqiXSlbBPW6,1.55e-05,10,0.125,-2.864,1,0.122,177.908,4,0.8
10748,0.0707,0.707,167038,0.883,7aV2mflaASUmGhCErm7kBO,0.0,0,0.23,-4.281,1,0.0602,106.031,4,0.541
10749,0.913,0.67,161107,0.307,7AVe8gU38ktDV2KkyBUtH9,0.0154,11,0.11,-14.878,0,0.0616,142.964,4,0.232
10750,0.378,0.753,191176,0.614,7AVocBEYISsircS1es7gtf,0.00368,1,0.221,-6.556,1,0.0323,114.968,4,0.544
10751,0.144,0.631,234613,0.79,7aW0z1jKq6FgB7ffpbocg6,0.0,8,0.213,-5.128,1,0.391,80.522,4,0.23
10752,0.634,0.317,244080,0.582,7awBL5Pu8LD6Fl7iTrJotx,0.0,11,0.113,-4.984,1,0.0563,65.591,4,0.444
10753,0.0361,0.315,295133,0.775,7AWeyu0x4vJp3pb2RKadBT,0.0173,2,0.428,-4.766,0,0.0378,108.115,4,0.385
10754,0.114,0.655,180000,0.73,7AWkOWiIioHEojyqZiZiTh,8.71e-06,5,0.206,-6.254,1,0.0345,99.971,4,0.65
10755,0.21,0.503,233601,0.581,7AWZvcyaSBxRzaBJcHf9XL,0.000708,6,0.257,-7.007,1,0.0881,94.555,4,0.633
10756,0.0211,0.195,254984,0.931,7axKj5GswEJszUIl4dBQws,0.00109,4,0.072,-6.783,0,0.0542,177.229,3,0.667
10757,0.162,0.498,211533,0.618,7AXWSA3MrpbAZupErraBmp,0.00159,8,0.0819,-9.335,1,0.165,178.637,3,0.681
10758,0.0372,0.782,150323,0.599,7AYuSG1LoaaFVKjOxsB6Vh,0.0,10,0.175,-6.817,0,0.209,157.999,4,0.586
10759,0.344,0.392,299750,0.691,7Az9kfq4JLD8auD1xoErrP,0.379,5,0.282,-9.685,1,0.0349,117.504,4,0.143
10760,0.145,0.672,177293,0.7,7B109wzCWzXI5LFvjXWie1,8.57e-06,8,0.0886,-6.138,1,0.0558,105.078,4,0.333
10761,0.0441,0.66,108804,0.824,7b10G3FkGf6BlqiIuAE86l,0.0,9,0.0556,-4.097,1,0.53,88.621,5,0.766
10762,0.0215,0.603,224507,0.861,7b71WsDLb8gG0cSyDTFAEW,0.043,4,0.1,-3.565,0,0.0325,127.962,4,0.72
10763,0.136,0.629,220667,0.856,7B7Bzbl3gI1GrnCatsDh4X,0.0,0,0.0822,-2.977,0,0.289,167.04,4,0.699
10764,0.00186,0.226,210867,0.928,7B7GBaoKy3m0kCFETR56wv,0.77,11,0.145,-6.776,1,0.0457,145.588,4,0.412
10765,0.354,0.736,272213,0.681,7b8gpYFfLyBx3DpSCjcGnp,0.0,0,0.135,-8.051,1,0.0774,121.998,4,0.717
10766,0.115,0.53,181840,0.811,7b8s4Z0abQQ4x4jpct4GjR,0.831,0,0.348,-9.343,1,0.0997,176.142,4,0.708
10767,0.0323,0.671,209355,0.859,7b8YOVV5quZcSKEijDgyWB,0.0,4,0.267,-3.922,0,0.0833,139.931,4,0.389
10768,0.0728,0.659,235813,0.579,7b9E4ytaMMG33m6ZqyUk68,9.14e-06,7,0.105,-7.885,1,0.0416,135.012,3,0.711
10769,0.0369,0.92,202975,0.683,7BCq3pUvTqJMvBzUmhcexK,0.0,10,0.111,-4.997,0,0.228,104.079,4,0.716
10770,0.268,0.783,247640,0.514,7Bd27F6hK9yUj2w7Trksrx,0.000571,0,0.148,-7.021,1,0.0323,83.025,4,0.441
10771,0.00482,0.833,232863,0.57,7bddNsGZem9W4j4rzZBIXj,3.51e-06,8,0.164,-6.592,1,0.116,152.044,4,0.113
10772,0.0188,0.524,216151,0.562,7bdOkivQ1Rhip4t2Fh1fpl,0.0,4,0.186,-8.147,0,0.279,94.668,4,0.29
10773,0.168,0.839,199508,0.743,7BHEi0cFs6TVNFDvbBrAjz,5.15e-05,2,0.132,-7.341,1,0.228,97.953,4,0.261
10774,0.0759,0.391,203507,0.808,7BHPGtpuuWWsvE7cCaMuEU,0.0,8,0.149,-6.209,0,0.0892,100.304,4,0.737
10775,0.456,0.171,300773,0.321,7BidaWyDo5jkyfbVnBanhS,0.942,5,0.119,-9.03,0,0.0403,118.816,4,0.0383
10776,0.0754,0.813,250770,0.558,7bJ4mu7MHa3rHiNyKjOoSl,0.0,9,0.385,-7.559,1,0.337,124.949,4,0.631
10777,0.482,0.13,175533,0.271,7BjvaB3uKVoGTo7DX1RGkZ,0.622,7,0.0734,-14.813,1,0.0419,95.645,3,0.172
10778,0.115,0.624,197253,0.618,7bJwvubZZaoGE1AGEfu8Fi,3.3e-06,8,0.104,-4.868,1,0.0322,125.036,4,0.122
10779,0.414,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,0.661
10780,0.111,0.622,331267,0.867,7BKUWh5sdtdS17crohRe4L,0.000104,1,0.346,-5.298,1,0.0893,140.011,4,0.339
10781,0.9,0.737,186270,0.437,7BLsJZLFZ9embZ0vkCEYLN,0.0,6,0.0988,-8.129,1,0.282,78.457,4,0.766
10782,0.192,0.365,203400,0.692,7boPPE857KEqCIHNwFkDop,1.51e-06,3,0.0862,-4.586,0,0.0671,89.998,4,0.372
10783,0.0029,0.639,188947,0.814,7BpYWzZwrsljT1eIjb0TqR,2.98e-05,2,0.0529,-5.632,0,0.0385,123.922,4,0.904
10784,0.679,0.42,285716,0.403,7bQ7eqUaAC65IdOKLzhbhj,0.00761,1,0.0851,-11.064,0,0.0524,89.897,4,0.0793
10785,0.146,0.768,112667,0.702,7bRRHQelMfrP86QYQlCsAq,0.0,4,0.105,-3.83,0,0.291,90.057,4,0.768
10786,0.00763,0.601,187147,0.809,7BrsBU0BAytRDvROM4yCbn,0.0757,0,0.145,-4.814,1,0.0441,167.96,4,0.249
10787,0.0098,0.922,261615,0.583,7bsnTsbiwOymZWjPF9v6Di,0.0,5,0.0962,-4.982,1,0.0753,136.043,4,0.494
10788,0.417,0.466,203641,0.747,7Bt36rJMdiN8edxCEO3KWw,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,4,0.43
10789,0.646,0.578,289787,0.431,7Bt9Bkeyo0Ch7SEhyMxtVf,2.78e-06,6,0.129,-8.018,1,0.0325,113.97,4,0.317
10790,0.00829,0.72,151184,0.725,7bTH8LgGSwyNNE4r1k95Zp,0.0,8,0.137,-3.988,1,0.0525,142.957,4,0.202
10791,0.605,0.667,160097,0.58,7bTwYGhBdSQ8vuXc76Xint,0.000231,5,0.0849,-6.412,1,0.0286,76.241,4,0.579
10792,0.477,0.493,254987,0.401,7bU7C4TEABeeKr8wRBLYja,2.65e-05,9,0.112,-7.105,1,0.0253,98.04,4,0.118
10793,0.152,0.706,180893,0.775,7bUcBztfGqO7cSI2gMZeCI,3.32e-05,1,0.416,-6.819,1,0.335,127.929,4,0.847
10794,0.184,0.8,226200,0.74,7BuHdm4lQqcyG3qTwdkxus,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
10795,0.36,0.584,174400,0.786,7Bvp5JUJiyUrMgvH4DR0wH,0.0163,4,0.372,-4.319,0,0.133,150.06,4,0.272
10796,0.047,0.595,223640,0.723,7BVwi9cIzSc6tpyxsp47vJ,0.0286,7,0.0995,-8.256,1,0.0349,108.043,1,0.272
10797,0.0343,0.617,342267,0.658,7BwQT8dEntx1dr7l2yhoDy,0.0194,5,0.16,-7.962,0,0.0776,91.944,4,0.489
10798,0.0431,0.931,236129,0.667,7bwqxxM28xf06NpJXQtCDZ,0.00137,10,0.0679,-6.438,0,0.257,124.039,4,0.82
10799,0.0951,0.533,220994,0.877,7bWwQrqQTNYFZNrgqRQFlk,1.94e-06,1,0.143,-4.299,1,0.0366,160.003,4,0.601
10800,0.0367,0.54,237240,0.367,7BwxbmYFy0l3ROHDjV2c14,0.0,0,0.0433,-14.238,1,0.0277,70.276,4,0.252
10801,0.162,0.5,300933,0.313,7By7UYWA21PcKoKCl8ZaI7,5.49e-05,0,0.117,-8.447,1,0.0253,84.04,4,0.171
10802,0.253,0.593,219960,0.732,7byP4Tul1sLESm3OsC6pO0,0.0,2,0.641,-5.417,1,0.0289,137.909,4,0.593
10803,0.146,0.79,193880,0.506,7BZeyb1wPX9t78rWbLWiky,0.0,7,0.0876,-7.052,1,0.118,105.018,4,0.456
10804,0.974,0.552,160240,0.15,7BzhqmRj3iOZXqMHqiifHr,0.731,3,0.0698,-16.746,1,0.0347,87.485,4,0.316
10805,0.000441,0.818,248748,0.746,7BzjpnOxxngXt1LZiVXhND,2.11e-06,11,0.176,-6.187,0,0.177,147.977,4,0.609
10806,0.0149,0.906,222656,0.448,7c2VSvZOcz3jzQoAN7hA75,0.0821,9,0.0582,-10.947,0,0.0679,122.037,4,0.676
10807,0.337,0.569,183265,0.378,7c3K8ifIoaVZ2MSUuGo0Co,8.69e-05,11,0.128,-12.359,0,0.413,80.428,4,0.0617
10808,0.0859,0.805,268400,0.833,7c3SbTuufigBWURcICnAWy,0.0,1,0.0578,-6.73,0,0.12,109.076,4,0.703
10809,0.015,0.439,212133,0.969,7C6NcqS3fNDXLgP5L2Kbgp,5.47e-05,9,0.14,-3.391,1,0.0469,151.111,4,0.8
10810,0.209,0.642,222045,0.881,7c71baHwrGDOeIFl1gVO14,0.0,11,0.21,-3.537,1,0.0393,138.03,4,0.913
10811,3.69e-05,0.0723,93560,0.832,7Ca4v2Vnm76QRs8evHr51F,0.541,5,0.297,-11.027,1,0.605,192.101,4,0.0678
10812,0.175,0.652,254760,0.616,7CcBvxEcTApxYAlprMWNzQ,0.15,1,0.297,-8.308,1,0.0321,97.612,4,0.36
10813,0.0725,0.631,305360,0.758,7cer0SfbnGwmwJGu6lF2BB,0.00289,11,0.158,-9.938,0,0.0616,127.02,4,0.669
10814,0.965,0.47,253907,0.198,7CFN1zqKSjucIyDzcrqE6I,2.87e-05,9,0.686,-13.308,1,0.0404,128.988,4,0.307
10815,0.041,0.878,163973,0.432,7cfvP13Bqb1EyCZQiYsLum,0.0,10,0.0571,-9.852,0,0.143,86.956,4,0.441
10816,0.227,0.651,207187,0.719,7cG6SxmQ24hQWnR8UThrk2,0.0,0,0.109,-3.924,1,0.301,116.77,4,0.402
10817,0.21,0.722,200170,0.88,7CGDkoPVoGdjz9avkkKFX6,0.0,4,0.324,-3.989,0,0.24,92.024,4,0.79
10818,0.158,0.885,162347,0.94,7cGFbx7MP0H23iHZTZpqMM,0.0,1,0.0675,-5.908,1,0.0909,110.005,4,0.77
10819,0.0539,0.712,192836,0.7,7CI9dousrqQ0uf4DSbaaEF,0.0,9,0.251,-4.745,0,0.0534,100.964,4,0.595
10820,0.117,0.693,175083,0.612,7CiatbFJpSnXnbCiVaGlm0,0.0,4,0.0905,-6.665,0,0.0941,104.014,4,0.316
10821,0.987,0.349,541600,0.326,7CIoJE0JfVFcmmUY3fFojH,0.886,1,0.784,-15.347,1,0.0551,80.233,4,0.168
10822,0.00213,0.669,214709,0.777,7cJgiPDOlpnYjlBPcrT9kW,5.5e-05,8,0.128,-4.562,0,0.0269,128.004,4,0.523
10823,0.732,0.362,178176,0.377,7cK7hDrE7vAesPf8xd5zmb,0.000631,2,0.127,-9.713,1,0.0339,137.891,4,0.294
10824,0.0216,0.873,115194,0.663,7CkbRn6S0itJqcqn88AtSV,0.000356,1,0.0867,-4.086,1,0.15,135.499,4,0.525
10825,0.342,0.767,232147,0.705,7Ckhk1XW5NV2k4jpqtQNlz,0.0,0,0.25,-6.221,1,0.0521,94.013,4,0.52
10826,0.0202,0.649,217313,0.602,7cKkSLK990f0s7RD3x3y6d,0.0,0,0.088,-5.343,1,0.316,161.998,4,0.183
10827,0.00206,0.579,313919,0.564,7Ckl0pu5OJD4p096yPQyr7,0.0151,7,0.0692,-8.468,1,0.0269,130.003,4,0.321
10828,0.0523,0.835,221853,0.756,7CKR3FcBqSsGcgce0ECe1z,0.028,10,0.0606,-5.441,0,0.123,153.988,4,0.809
10829,0.00194,0.525,234387,0.959,7cm9dWMHIJnRwFxkFCVHhm,0.0909,7,0.374,-4.295,1,0.0537,91.544,4,0.302
10830,0.216,0.75,232253,0.404,7CneiDesUKFJO3Ix01dnfr,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499
10831,0.311,0.746,251293,0.525,7cnWNeQIQutKJmL3MZSfr6,0.00867,0,0.0818,-8.7,1,0.186,95.116,4,0.835
10832,0.0168,0.548,185040,0.704,7COfe3P7KgfwDwIRB8LIDw,2.25e-05,11,0.143,-4.838,0,0.0777,104.666,4,0.288
10833,0.176,0.599,162583,0.733,7COXchtUOMd6uIT6HvmRaI,0.0,11,0.242,-7.058,1,0.203,102.211,4,0.534
10834,0.00527,0.577,230427,0.882,7cQMJ0wDqVS5iM0JIvP6Ay,0.0,8,0.257,-5.224,1,0.0492,115.022,4,0.564
10835,0.00161,0.744,148560,0.739,7CRVv14VLogIh8BZLcRpJM,0.0,4,0.28,-3.735,0,0.224,134.008,4,0.507
10836,0.15,0.512,301640,0.57,7CRwDLlwjwqT8aEeWY6geR,0.0122,3,0.117,-4.34,0,0.0335,120.05,4,0.162
10837,0.594,0.836,195977,0.683,7CSoPdRsImvRXZt9W8mvmE,2.94e-05,9,0.0716,-6.937,1,0.0831,101.979,4,0.67
10838,0.208,0.659,228200,0.802,7CUYHcu0RnbOnMz4RuN07w,0.0,2,0.123,-4.79,1,0.148,177.936,4,0.863
10839,0.133,0.641,262040,0.000138,7cvh1KWODDaowpiCk99u7m,0.0,10,0.27,-5.155,1,0.694,218.15,4,0.221
10840,0.0322,0.616,377467,0.78,7cvkXf3AwPGT041PyOi5VX,0.0,2,0.173,-6.062,1,0.0623,110.005,4,0.471
10841,0.0057,0.687,214693,0.698,7cvxrDu7VIhVSOFRNgPegv,8.75e-05,7,0.253,-5.29,0,0.0468,129.954,4,0.316
10842,0.106,0.672,169826,0.565,7cW1wHpSLYgKWzoWlOCPFJ,0.0,1,0.113,-6.504,1,0.441,163.827,4,0.313
10843,0.0455,0.792,170707,0.777,7Cw97917dvg5xm6XMAA4Y2,5.34e-05,8,0.293,-4.402,0,0.0454,137.05,4,0.696
10844,0.0516,0.855,205682,0.79,7CWiWkccuRRdrmaW6AjVEf,1.75e-05,2,0.379,-2.565,1,0.151,140.016,4,0.435
